Time,Flux
1885.8676271471206,14660.221
1885.8690160556644,14704.862
1885.870404963975,14691.088
1885.8717938725172,14725.706
1885.8731827810602,14699.889
1885.8745716893702,14708.347
1885.8759605979126,14704.171
1885.8773495064547,14718.984
1885.8787384147647,14700.519
1885.8801273233084,14698.885
1885.8815162318513,14699.806
1885.8829051401606,14709.04
1885.8842940487034,14713.946
1885.8856829572464,14697.515
1885.8870718655558,14714.063
1885.8884607740988,14716.805
1885.8898496826416,14696.526
1885.8912385909516,14710.975
1885.8926274994947,14740.811
1885.8940164078047,14694.244
1885.8954053163475,14702.349
1885.8967942248896,14725.713
1885.8981831331998,14684.584
1885.8995720417427,14703.363
1885.900960950285,14696.685
1885.9023498585943,14690.243
1885.9037387671378,14682.964
1885.9051276756813,14702.098
1885.9065165839909,14712.519
1885.9079054925337,14678.67
1885.909294400844,14688.584
1885.910683309386,14711.138
1885.9120722179282,14678.048
1885.9134611262384,14712.966
1885.914850034782,14717.471
1885.9162389433247,14707.328
1885.9176278516347,14706.033
1885.9190167601778,14718.149
1885.920405668487,14710.744
1885.9217945770292,14683.488
1885.9231834855723,14701.565
1885.9245723938823,14695.896
1885.925961302425,14716.055
1885.927350210736,14682.532
1885.9287391192788,14707.107
1885.930128027821,14692.877
1885.9315169361305,14671.302
1885.9329058446733,14674.762
1885.9342947529835,14694.546
1885.9356836615257,14727.89
1885.9370725700685,14690.575
1885.9384614783794,14732.749
1885.9398503869222,14679.954
1885.9412392954644,14700.603
1885.9426282037743,14687.447
1885.9440171123174,14691.819
1885.9454060206267,14693.946
1885.9467949291688,14683.912
1885.948183837479,14661.708
1885.9495727460226,14699.59
1885.9509616545656,14697.172
1885.9523505628756,14680.822
1885.9537394714184,14682.326
1885.9551283797277,14708.924
1885.95651728827,14710.395
1885.957906196813,14709.503
1885.9592951051231,14690.003
1885.960684013666,14683.477
1885.9620729219766,14680.495
1885.9634618305195,14715.398
1885.964850738829,14697.682
1885.9662396473711,14708.989
1885.967628555914,14689.116
1885.9690174642242,14701.607
1885.9704063727663,14695.305
1885.971795281077,14696.218
1885.9731841896207,14692.11
1885.97457309793,14703.361
1885.9759620064724,14681.357
1885.9773509150152,14704.464
1885.9787398233252,14718.457
1885.9801287318674,14709.31
1885.981517640177,14669.739
1885.9829065487204,14709.2295
1885.9842954570313,14686.659
1885.9856843655734,14700.353
1885.9870732738834,14715.596
1885.9884621824262,14699.237
1885.9898510909686,14718.503
1885.991239999278,14725.202
1885.9926289078207,14695.565
1885.994017816131,14729.523
1885.9954067246738,14694.293
1885.9967956329847,14694.947
1885.9981845415275,14671.48
1885.9995734498368,14697.8545
1886.0009623583792,14705.54
1886.0023512666892,14657.168
1886.003740175232,14671.462
1886.0051290835413,14700.447
1886.006517992085,14732.061
1886.0079069003957,14711.003
1886.009295808938,14694.888
1886.0106847174802,14698.857
1886.0120736257902,14691.468
1886.013462534333,14713.47
1886.0148514426426,14684.558
1886.0162403511854,14704.74
1886.017629259496,14713.282
1886.019018168039,14730.254
1886.0204070763484,14699.829
1886.0217959848915,14741.684
1886.0231848932015,14708.309
1886.0245738017436,14694.293
1886.0259627100531,14708.625
1886.027351618596,14701.477
1886.0287405269069,14674.996
1886.0301294354497,14688.884
1886.0315183437597,14665.38
1886.0329072523027,14697.2705
1886.034296160612,14699.828
1886.0356850691542,14677.991
1886.0370739774642,14691.343
